mu_1 sd_1 w_1 mu_2 sd_2 w_2 w_NS
0 5401 0.50956 0.469619 0.93864 0.0613596 -6.54019
0 5402 0.500336 0.468499 0.933624 0.0663757 -6.55663
0 5403 0.501833 0.485452 0.934872 0.0651279 -6.65457
0 5404 0.513997 0.480089 0.93047 0.0695302 -6.67611
0 5405 0.506807 0.471375 0.925372 0.0746281 -6.64707
0 5406 0.527586 0.489692 0.948802 0.0511982 -6.62851
0 5407 0.54878 0.479418 0.947475 0.0525247 -6.61815
0 5408 0.535041 0.480953 0.940868 0.0591323 -6.64246
0 5409 0.525982 0.478608 0.953832 0.0461679 -6.52878
0 5410 0.528919 0.477953 0.952548 0.0474518 -6.53705
0 5411 0.517568 0.472167 0.95255 0.0474497 -6.4843
0 5412 0.53594 0.479815 0.952464 0.0475359 -6.56159
0 5413 0.513757 0.474861 0.954968 0.0450317 -6.48361
0 5414 0.513527 0.460076 0.939598 0.0604015 -6.48632
0 5415 0.558173 0.463023 0.941686 0.0583145 -6.56704
0 5416 0.550496 0.475655 0.933623 0.0663771 -6.70069
0 5417 0.570221 0.459406 0.939046 0.060954 -6.59065
0 5418 0.577269 0.467534 0.94574 0.0542601 -6.6203
0 5419 0.613322 0.479096 0.935221 0.0647792 -6.94066
0 5420 0.628784 0.472516 0.941273 0.0587269 -6.89713
0 5421 0.621118 0.474734 0.937853 0.0621466 -6.91205
0 5422 0.621118 0.474734 0.937853 0.0621466 -6.91205
0 5423 0.621118 0.474734 0.937853 0.0621466 -6.91205
0 5424 0.574973 0.477657 0.938987 0.0610132 -6.74507
0 5425 0.576287 0.46966 0.938689 0.0613109 -6.68549
0 5426 0.566115 0.477233 0.952375 0.0476252 -6.61658
0 5427 0.565323 0.467565 0.943735 0.0562654 -6.60261
0 5428 0.602711 0.465738 0.938202 0.0617978 -6.75235
0 5429 0.585074 0.454881 0.945576 0.0544235 -6.55956
0 5430 0.596092 0.440583 0.942104 0.0578957 -6.50922
0 5431 0.590309 0.450496 0.928263 0.0717373 -6.66807
0 5432 0.543484 0.460246 0.936222 0.0637782 -6.55371
0 5433 0.578676 0.464152 0.925712 0.0742877 -6.76233
0 5434 0.600615 0.465559 0.928296 0.0717042 -6.82979
0 5435 0.617184 0.463521 0.941036 0.0589636 -6.76886
0 5436 0.624363 0.461581 0.959299 0.0407012 -6.65511
0 5437 0.654384 0.456455 0.975617 0.0243826 -6.6619
0 5438 0.627428 0.472615 0.989611 0.0103888 -6.62784
0 5439 0.610915 0.475944 0.99454 0.00546001 -6.6032
0 5440 0.638281 0.473476 0.970275 0.029725 -6.73829
0 5441 0.633659 0.468981 0.978698 0.021302 -6.65157
0 5442 0.646472 0.459019 0.978844 0.0211561 -6.63618
0 5443 0.646472 0.459019 0.978844 0.0211561 -6.63618
0 5444 0.644147 0.452702 0.983631 0.0163693 -6.58198
0 5445 0.660214 0.450949 0.998798 0.00120158 -6.62807
0 5446 0.660214 0.450949 0.998798 0.00120158 -6.62807
0 5447 0.678651 0.444245 0.991792 0.00820766 -6.6508
0 5448 0.705541 0.438323 0.987572 0.0124277 -6.74102
0 5449 0.729655 0.423859 0.997059 0.00294127 -6.76671
0 5450 0.748082 0.413825 0.99363 0.00636991 -6.80054
0 5451 0.776723 0.402558 0.989055 0.0109446 -6.94917
0 5452 0.76514 0.416746 0.993619 0.00638146 -6.94149
0 5453 0.76514 0.416746 0.993619 0.00638146 -6.94149
0 5454 0.737539 0.404372 0.982711 0.0172888 -6.72054
0 5455 0.751204 0.425905 0.984076 0.015924 -6.94035
0 5456 0.729098 0.429108 0.975939 0.0240608 -6.85494
0 5457 0.708872 0.423487 0.980165 0.0198348 -6.68531
0 5458 0.725813 0.432537 0.974645 0.025355 -6.86614
0 5459 0.725813 0.432537 0.974645 0.025355 -6.86614
0 5460 0.73809 0.428355 0.971304 0.0286957 -6.93229
0 5461 0.740711 0.423745 0.964857 0.035143 -6.95234
0 5462 0.75723 0.435368 0.968658 0.0313422 -7.14852
0 5463 0.797661 0.409765 0.98334 0.01666 -7.19013
0 5464 0.772512 0.404472 0.970532 0.0294681 -7.00711
0 5465 0.751858 0.399841 0.957179 0.0428214 -6.88814
0 5466 0.75243 0.396398 0.953602 0.0463982 -6.88538
0 5467 0.746099 0.399136 0.964944 0.0350564 -6.79834
0 5468 0.721875 0.408151 0.958929 0.0410709 -6.73604
0 5469 0.737281 0.412679 0.95778 0.04222 -6.87727
0 5470 0.728129 0.415916 0.948542 0.0514577 -6.90573
0 5471 0.733598 0.415648 0.942868 0.0571322 -6.98458
0 5472 0.747983 0.420031 0.966034 0.0339661 -6.96758
0 5473 0.743165 0.41889 0.969403 0.0305975 -6.90805
0 5474 0.749179 0.407205 0.962454 0.0375455 -6.89458
0 5475 0.791074 0.399196 0.960728 0.0392718 -7.18919
0 5476 0.793398 0.419072 0.974998 0.0250021 -7.27236
0 5477 0.768675 0.413648 0.971675 0.0283249 -7.0418
0 5478 0.789473 0.400942 0.978479 0.0215211 -7.08749
0 5479 0.786347 0.408653 0.982929 0.0170715 -7.08749
0 5480 0.788561 0.404383 0.980437 0.0195628 -7.08645
0 5481 0.779807 0.402175 0.967085 0.0329148 -7.06851
0 5482 0.738822 0.396835 0.980721 0.0192792 -6.68887
0 5483 0.756171 0.391963 0.991081 0.00891929 -6.75693
0 5484 0.775597 0.395246 0.979255 0.0207452 -6.92629
0 5485 0.755629 0.402127 0.960525 0.0394751 -6.91523
0 5486 0.733651 0.419242 0.957691 0.0423094 -6.91059
0 5487 0.733651 0.419242 0.957691 0.0423094 -6.91059
0 5488 0.722029 0.41685 0.970145 0.0298553 -6.74834
0 5489 0.706608 0.415951 0.967538 0.032462 -6.66475
0 5490 0.706608 0.415951 0.967538 0.032462 -6.66475
0 5491 0.699562 0.416179 0.959867 0.0401331 -6.66161
0 5492 0.703531 0.411628 0.947051 0.0529487 -6.7202
0 5493 0.703531 0.411628 0.947051 0.0529487 -6.7202
0 5494 0.725471 0.412503 0.955177 0.0448235 -6.81488
0 5495 0.744706 0.414984 0.966751 0.0332486 -6.89949
0 5496 0.747958 0.42132 0.967394 0.0326062 -6.96947
0 5497 0.758135 0.419212 0.968832 0.0311679 -7.01954
0 5498 0.763133 0.435527 0.97716 0.0228403 -7.13733
0 5499 0.758399 0.443174 0.970123 0.0298767 -7.21491
0 5500 0.773023 0.429376 0.976886 0.023114 -7.16779
0 5501 0.773023 0.429376 0.976886 0.023114 -7.16779
0 5502 0.773023 0.429376 0.976886 0.023114 -7.16779
0 5503 0.811238 0.436889 0.990005 0.00999514 -7.48233
0 5504 0.799567 0.435451 0.992496 0.00750377 -7.34864
0 5505 0.8164 0.442097 0.977232 0.0227681 -7.66461
0 5506 0.822017 0.447333 0.988765 0.0112354 -7.67747
0 5507 0.837089 0.439967 0.983413 0.0165867 -7.80441
0 5508 0.83884 0.437914 0.982655 0.0173455 -7.81708
0 5509 0.819741 0.440927 0.976629 0.0233706 -7.693
0 5510 0.803714 0.45514 0.984393 0.0156073 -7.59448
0 5511 0.808755 0.457109 0.991524 0.00847619 -7.61341
0 5512 0.760604 0.45662 0.993305 0.00669461 -7.19112
0 5513 0.771101 0.457771 0.98995 0.0100504 -7.3027
0 5514 0.767081 0.456728 0.983184 0.0168161 -7.30757
0 5515 0.801405 0.444755 0.990465 0.00953472 -7.45045
0 5516 0.825169 0.426266 0.985129 0.0148706 -7.56282
0 5517 0.842617 0.427957 0.999248 0.000752155 -7.65732
0 5518 0.828523 0.422844 0.982376 0.0176236 -7.58824
0 5519 0.819334 0.415501 0.980542 0.0194578 -7.45054
0 5520 0.819334 0.415501 0.980542 0.0194578 -7.45054
0 5521 0.843771 0.415484 0.988007 0.0119927 -7.65766
0 5522 0.829426 0.44085 0.981135 0.0188649 -7.75534
0 5523 0.815872 0.445796 0.979026 0.0209737 -7.67894
0 5524 0.815872 0.445796 0.979026 0.0209737 -7.67894
0 5525 0.814229 0.441453 0.972821 0.0271793 -7.67459
0 5526 0.847753 0.425096 0.970507 0.0294926 -7.89991
0 5527 0.852232 0.426283 0.959816 0.0401845 -8.0598
0 5528 0.852922 0.425292 0.962818 0.037182 -8.03281
0 5529 0.849757 0.4314 0.975855 0.0241448 -7.93436
0 5530 0.836636 0.443908 0.984857 0.0151431 -7.8219
0 5531 0.836636 0.443908 0.984857 0.0151431 -7.8219
0 5532 0.836636 0.443908 0.984857 0.0151431 -7.8219
0 5533 0.83004 0.435706 0.980237 0.0197632 -7.72344
0 5534 0.814487 0.43098 0.983671 0.0163285 -7.4934
0 5535 0.828052 0.433556 0.977282 0.0227182 -7.71027
0 5536 0.848776 0.429041 0.986548 0.0134523 -7.82101
0 5537 0.865065 0.419719 0.982496 0.0175043 -7.96527
0 5538 0.873176 0.424042 0.98818 0.0118201 -8.04985
0 5539 0.873176 0.424042 0.98818 0.0118201 -8.04985
0 5540 0.872607 0.422405 0.998883 0.00111684 -7.95419
0 5541 0.865746 0.430096 0.98797 0.0120304 -8.01313
0 5542 0.865076 0.436064 0.998429 0.00157102 -7.96742
0 5543 0.857561 0.449373 0.990529 0.00947077 -8.05121
0 5544 0.864034 0.455725 0.967816 0.0321838 -8.37244
0 5545 0.861207 0.459669 0.968472 0.0315278 -8.36919
0 5546 0.880542 0.463858 0.948978 0.0510219 -8.81891
0 5547 0.869131 0.473691 0.948627 0.0513725 -8.78122
0 5548 0.863841 0.467787 0.952407 0.047593 -8.62451
0 5549 0.863841 0.467787 0.952407 0.047593 -8.62451
0 5550 0.863841 0.467787 0.952407 0.047593 -8.62451
0 5551 0.862338 0.461091 0.950035 0.0499645 -8.56035
0 5552 0.846046 0.462365 0.960353 0.0396471 -8.30344
0 5553 0.840647 0.458945 0.965776 0.0342244 -8.16544
0 5554 0.837311 0.468046 0.964742 0.0352582 -8.22181
0 5555 0.847703 0.471994 0.964175 0.0358254 -8.37251
0 5556 0.847703 0.471994 0.964175 0.0358254 -8.37251
0 5557 0.847763 0.481999 0.958904 0.0410958 -8.50587
0 5558 0.850474 0.505759 0.956492 0.0435079 -8.78626
0 5559 0.846305 0.501544 0.961602 0.0383981 -8.65336
0 5560 0.846305 0.501544 0.961602 0.0383981 -8.65336
0 5561 0.835358 0.493651 0.959466 0.0405339 -8.49029
0 5562 0.836387 0.483701 0.940274 0.0597261 -8.60323
0 5563 0.840933 0.484943 0.948139 0.0518611 -8.57964
0 5564 0.838929 0.486471 0.952108 0.0478924 -8.52963
0 5565 0.84835 0.464318 0.947291 0.0527092 -8.47267
0 5566 0.808016 0.465196 0.942764 0.0572359 -8.11243
0 5567 0.821756 0.46414 0.958191 0.0418087 -8.08286
0 5568 0.821756 0.46414 0.958191 0.0418087 -8.08286
0 5569 0.807985 0.454411 0.956806 0.0431935 -7.87325
0 5570 0.786176 0.44826 0.964587 0.0354129 -7.52867
0 5571 0.802428 0.446735 0.97483 0.0251695 -7.59169
0 5572 0.799326 0.453494 0.976959 0.023041 -7.60478
0 5573 0.788827 0.445735 0.967495 0.0325054 -7.51753
0 5574 0.814135 0.434874 0.98465 0.0153498 -7.53107
0 5575 0.825795 0.442306 0.999252 0.000748043 -7.60042
0 5576 0.806034 0.451484 0.996755 0.0032453 -7.50601
0 5577 0.808226 0.448188 0.976905 0.0230947 -7.64309
0 5578 0.804001 0.449278 0.962685 0.037315 -7.73251
0 5579 0.780973 0.456396 0.964213 0.0357867 -7.5733
0 5580 0.792482 0.466074 0.966453 0.0335467 -7.74762
0 5581 0.760262 0.467319 0.962355 0.0376455 -7.51481
0 5582 0.762417 0.477232 0.97328 0.0267196 -7.52781
0 5583 0.727599 0.479302 0.963623 0.0363767 -7.36073
0 5584 0.699207 0.488145 0.956959 0.0430405 -7.30532
0 5585 0.70099 0.490651 0.946242 0.053758 -7.44446
0 5586 0.697238 0.509198 0.952645 0.0473548 -7.5396
0 5587 0.688574 0.508077 0.960253 0.0397472 -7.39581
0 5588 0.671267 0.508184 0.963997 0.0360028 -7.25179
0 5589 0.680707 0.514284 0.965069 0.0349314 -7.35872
0 5590 0.625128 0.506834 0.978196 0.0218041 -6.88655
0 5591 0.634298 0.493976 0.985084 0.0149159 -6.79307
0 5592 0.61558 0.486735 0.96877 0.0312304 -6.75158
0 5593 0.637259 0.484304 0.959983 0.0400166 -6.88726
0 5594 0.639653 0.458307 0.95266 0.0473399 -6.73594
0 5595 0.632575 0.448654 0.948698 0.0513024 -6.65494
0 5596 0.625961 0.452746 0.967437 0.0325629 -6.56508
0 5597 0.604218 0.455287 0.965316 0.0346844 -6.51891
0 5598 0.628515 0.483016 0.958919 0.0410811 -6.8435
0 5599 0.622273 0.477738 0.963129 0.0368712 -6.7451
0 5600 0.59477 0.48546 0.955976 0.044024 -6.74527
0 5601 0.58542 0.487687 0.946382 0.0536175 -6.80167
0 5602 0.561854 0.468965 0.949853 0.0501475 -6.56491
0 5603 0.57693 0.471585 0.966005 0.0339951 -6.54124
0 5604 0.586842 0.465161 0.97338 0.0266203 -6.51043
0 5605 0.580817 0.453489 0.964267 0.0357327 -6.45788
0 5606 0.576545 0.457995 0.973131 0.0268685 -6.46026
0 5607 0.577739 0.451967 0.976412 0.0235875 -6.44309
0 5608 0.580544 0.435426 0.967035 0.0329646 -6.38141
0 5609 0.591574 0.426569 0.966562 0.0334375 -6.36333
0 5610 0.547014 0.42552 0.974761 0.0252394 -6.41871
0 5611 0.529323 0.413721 0.986148 0.0138522 -6.70885
0 5612 0.542262 0.414273 0.986206 0.0137935 -6.64271
0 5613 0.542358 0.405823 0.981881 0.0181189 -6.60604
0 5614 0.533807 0.407466 0.968871 0.031129 -6.42847
0 5615 0.553503 0.412129 0.962705 0.0372947 -6.33074
0 5616 0.557888 0.423183 0.960481 0.0395188 -6.33163
0 5617 0.568567 0.430221 0.971146 0.0288542 -6.38508
0 5618 0.613103 0.431236 0.983832 0.016168 -6.44632
0 5619 0.613295 0.433699 0.983197 0.0168031 -6.44805
0 5620 0.607838 0.437942 0.985311 0.0146885 -6.46192
0 5621 0.611291 0.4249 0.995934 0.00406566 -6.55227
0 5622 0.583125 0.412619 0.987472 0.0125285 -6.52315
0 5623 0.600641 0.410726 0.984012 0.015988 -6.44702
0 5624 0.626371 0.411199 0.990993 0.00900748 -6.4956
0 5625 0.615865 0.426469 0.985416 0.0145835 -6.44791
0 5626 0.629002 0.426972 0.997577 0.00242256 -6.55035
0 5627 0.639115 0.415884 0.982572 0.0174276 -6.43228
0 5628 0.651131 0.42689 0.977601 0.0223994 -6.48167
0 5629 0.663163 0.448586 0.968459 0.0315407 -6.67578
0 5630 0.667639 0.431194 0.968083 0.031917 -6.57804
0 5631 0.668451 0.422555 0.954742 0.0452579 -6.57838
0 5632 0.674395 0.420591 0.954764 0.0452361 -6.59554
0 5633 0.674395 0.420591 0.954764 0.0452361 -6.59554
0 5634 0.66619 0.419114 0.957967 0.0420328 -6.53001
0 5635 0.676305 0.404433 0.950472 0.0495282 -6.50488
0 5636 0.662155 0.391479 0.965641 0.0343585 -6.34083
0 5637 0.674725 0.378839 0.968059 0.0319407 -6.34769
0 5638 0.677941 0.383255 0.959038 0.0409619 -6.36452
0 5639 0.677941 0.383255 0.959038 0.0409619 -6.36452
0 5640 0.655981 0.403778 0.961426 0.0385741 -6.39301
0 5641 0.660968 0.399513 0.969327 0.0306735 -6.38754
0 5642 0.649188 0.402197 0.98027 0.0197296 -6.39747
0 5643 0.635228 0.39415 0.977675 0.0223252 -6.36657
0 5644 0.643617 0.38731 0.97371 0.0262897 -6.3451
0 5645 0.623402 0.389042 0.964864 0.0351364 -6.29039
0 5646 0.617325 0.37833 0.969083 0.0309168 -6.31495
0 5647 0.621121 0.379956 0.963475 0.036525 -6.27245
0 5648 0.60028 0.397935 0.967024 0.0329765 -6.31103
0 5649 0.567003 0.396412 0.947187 0.0528128 -6.25305
0 5650 0.55421 0.3966 0.953272 0.0467275 -6.28188
0 5651 0.549479 0.398141 0.936679 0.0633207 -6.2632
0 5652 0.541986 0.4018 0.962823 0.0371773 -6.36012
0 5653 0.564449 0.400152 0.961863 0.0381369 -6.31243
0 5654 0.575725 0.395578 0.964997 0.0350034 -6.32028
0 5655 0.555087 0.401267 0.947333 0.0526665 -6.2686
0 5656 0.555087 0.401267 0.947333 0.0526665 -6.2686
0 5657 0.544473 0.397423 0.930125 0.0698749 -6.2742
0 5658 0.544473 0.397423 0.930125 0.0698749 -6.2742
0 5659 0.539583 0.392229 0.919968 0.0800315 -6.29091
0 5660 0.536123 0.386502 0.910263 0.0897372 -6.31581
0 5661 0.555239 0.38016 0.910956 0.0890439 -6.27959
0 5662 0.571089 0.377623 0.900869 0.0991314 -6.3292
0 5663 0.539234 0.370253 0.91755 0.0824498 -6.24289
0 5664 0.517053 0.363827 0.914022 0.0859779 -6.30037
0 5665 0.523513 0.356857 0.915241 0.0847589 -6.28507
0 5666 0.523513 0.356857 0.915241 0.0847589 -6.28507
0 5667 0.523513 0.356857 0.915241 0.0847589 -6.28507
0 5668 0.551388 0.337765 0.91868 0.0813195 -6.22592
0 5669 0.553095 0.355394 0.920335 0.0796655 -6.20662
0 5670 0.553095 0.355394 0.920335 0.0796655 -6.20662
0 5671 0.580508 0.365603 0.929911 0.0700887 -6.17603
0 5672 0.595011 0.360257 0.942351 0.057649 -6.17803
0 5673 0.589015 0.355025 0.950609 0.049391 -6.22665
0 5674 0.614369 0.359216 0.948241 0.0517589 -6.18437
0 5675 0.618845 0.36747 0.934747 0.0652526 -6.18528
0 5676 0.618845 0.36747 0.934747 0.0652526 -6.18528
0 5677 0.59229 0.363945 0.922779 0.0772208 -6.17806
0 5678 0.573535 0.372778 0.924671 0.0753289 -6.20375
0 5679 0.558338 0.358879 0.915611 0.0843885 -6.20428
0 5680 0.545291 0.362745 0.915004 0.084996 -6.23154
0 5681 0.542068 0.358966 0.906062 0.0939384 -6.25506
0 5682 0.519238 0.381197 0.900475 0.0995249 -6.36734
0 5683 0.515736 0.373699 0.905495 0.0945054 -6.33194
0 5684 0.51436 0.37846 0.904228 0.095772 -6.34749
0 5685 0.489475 0.370097 0.916439 0.0835607 -6.38253
0 5686 0.502572 0.359043 0.911176 0.0888242 -6.35509
0 5687 0.505334 0.371125 0.924217 0.0757832 -6.33026
0 5688 0.532987 0.361676 0.93199 0.0680102 -6.27704
0 5689 0.513868 0.384518 0.928153 0.0718465 -6.29877
0 5690 0.513868 0.384518 0.928153 0.0718465 -6.29877
0 5691 0.513868 0.384518 0.928153 0.0718465 -6.29877
0 5692 0.500783 0.395056 0.925187 0.0748131 -6.33317
0 5693 0.507312 0.386698 0.91013 0.0898703 -6.35046
0 5694 0.532776 0.398906 0.915413 0.0845866 -6.33758
0 5695 0.535507 0.416394 0.924851 0.0751486 -6.3805
0 5696 0.539966 0.419222 0.91864 0.0813598 -6.41748
0 5697 0.54102 0.423683 0.919122 0.0808776 -6.43939
0 5698 0.532592 0.43794 0.93167 0.0683298 -6.43321
0 5699 0.535507 0.456716 0.952663 0.0473375 -6.43681
0 5700 0.523571 0.446576 0.951375 0.0486247 -6.3901
0 5701 0.49069 0.446947 0.959594 0.0404063 -6.40261
0 5702 0.514291 0.459298 0.94963 0.0503704 -6.43895
0 5703 0.491515 0.457698 0.955038 0.0449616 -6.42029
0 5704 0.506823 0.451683 0.964026 0.0359741 -6.41037
0 5705 0.5092 0.455895 0.966093 0.0339068 -6.41917
0 5706 0.510643 0.455975 0.973673 0.0263275 -6.44905
0 5707 0.510643 0.455975 0.973673 0.0263275 -6.44905
0 5708 0.532834 0.457847 0.986614 0.0133855 -6.53718
0 5709 0.530828 0.456497 0.993692 0.00630767 -6.60751
0 5710 0.507507 0.453233 0.988107 0.0118931 -6.60717
0 5711 0.50404 0.45602 0.972674 0.0273256 -6.44759
0 5712 0.488186 0.456321 0.979956 0.0200443 -6.53767
0 5713 0.4829 0.467559 0.995421 0.0045789 -6.75774
0 5714 0.462126 0.487838 0.988547 0.0114525 -6.62116
0 5715 0.460968 0.472328 0.977432 0.0225678 -6.53943
0 5716 0.460968 0.472328 0.977432 0.0225678 -6.53943
0 5717 0.460968 0.472328 0.977432 0.0225678 -6.53943
0 5718 0.483211 0.466923 0.981454 0.0185463 -6.53972
0 5719 0.50173 0.455355 0.977874 0.0221261 -6.48695
0 5720 0.468802 0.459273 0.958724 0.0412765 -6.43655
0 5721 0.459442 0.457165 0.963958 0.0360417 -6.46991
0 5722 0.44032 0.444934 0.957412 0.0425878 -6.49394
0 5723 0.443786 0.445206 0.951646 0.0483542 -6.46098
0 5724 0.435247 0.429302 0.95971 0.0402901 -6.58377
0 5725 0.458367 0.427639 0.97063 0.0293698 -6.63946
0 5726 0.446425 0.415354 0.966743 0.0332572 -6.72184
0 5727 0.457669 0.409697 0.967178 0.0328222 -6.71427
0 5728 0.457784 0.420951 0.972011 0.0279891 -6.71488
0 5729 0.468985 0.430099 0.966289 0.0337112 -6.52489
0 5730 0.457625 0.429802 0.962123 0.037877 -6.52155
0 5731 0.472661 0.432727 0.971002 0.0289979 -6.55814
0 5732 0.474884 0.431529 0.952971 0.0470293 -6.4086
0 5733 0.492425 0.426764 0.957727 0.0422728 -6.39675
0 5734 0.471136 0.419059 0.951689 0.0483107 -6.43125
0 5735 0.465262 0.419891 0.958283 0.0417168 -6.50019
0 5736 0.465262 0.419891 0.958283 0.0417168 -6.50019
0 5737 0.490586 0.425824 0.947159 0.0528407 -6.36538
0 5738 0.497458 0.430551 0.950505 0.0494951 -6.36326
0 5739 0.488861 0.439787 0.946987 0.053013 -6.38287
0 5740 0.482351 0.441833 0.945025 0.054975 -6.39414
0 5741 0.519267 0.455855 0.94001 0.05999 -6.46847
0 5742 0.527138 0.452776 0.934558 0.0654416 -6.49125
0 5743 0.578175 0.434049 0.933171 0.0668288 -6.47341
0 5744 0.552205 0.430066 0.928028 0.0719725 -6.43201
0 5745 0.552205 0.430066 0.928028 0.0719725 -6.43201
0 5746 0.536271 0.446964 0.941132 0.058868 -6.43468
0 5747 0.548789 0.435753 0.940229 0.0597713 -6.39382
0 5748 0.582153 0.424846 0.941641 0.0583595 -6.38171
0 5749 0.634069 0.424256 0.930575 0.0694252 -6.5921
0 5750 0.632309 0.418059 0.931193 0.0688073 -6.53159
0 5751 0.637633 0.419998 0.926329 0.0736708 -6.60402
0 5752 0.619802 0.421363 0.935773 0.0642266 -6.48394
0 5753 0.611657 0.432668 0.946928 0.0530724 -6.47432
0 5754 0.641764 0.418293 0.946016 0.0539841 -6.48161
0 5755 0.646984 0.417926 0.952369 0.0476309 -6.47403
0 5756 0.624007 0.416707 0.93216 0.06784 -6.48599
0 5757 0.624007 0.416707 0.93216 0.06784 -6.48599
0 5758 0.624007 0.416707 0.93216 0.06784 -6.48599
0 5759 0.624007 0.416707 0.93216 0.06784 -6.48599
0 5760 0.624007 0.416707 0.93216 0.06784 -6.48599
0 5761 0.646429 0.420507 0.938942 0.0610579 -6.55608
0 5762 0.624974 0.405598 0.955111 0.0448891 -6.33039
0 5763 0.649109 0.396814 0.948864 0.0511359 -6.3594
0 5764 0.660688 0.398034 0.950612 0.049388 -6.39999
0 5765 0.630505 0.400891 0.963349 0.036651 -6.32273
0 5766 0.621322 0.399902 0.969304 0.0306956 -6.32714
0 5767 0.603078 0.409198 0.95488 0.0451196 -6.30911
0 5768 0.611312 0.407571 0.929677 0.0703229 -6.39912
0 5769 0.613521 0.405474 0.92954 0.0704603 -6.3918
0 5770 0.638633 0.40904 0.922052 0.0779477 -6.55049
0 5771 0.64777 0.406418 0.921392 0.0786078 -6.57126
0 5772 0.662289 0.410793 0.909645 0.0903551 -6.77713
0 5773 0.662289 0.410793 0.909645 0.0903551 -6.77713
0 5774 0.672358 0.391344 0.922849 0.0771511 -6.54694
0 5775 0.654856 0.376889 0.908435 0.0915654 -6.45761
0 5776 0.688224 0.373736 0.902605 0.0973953 -6.63519
0 5777 0.712584 0.374412 0.901217 0.0987827 -6.80094
0 5778 0.712584 0.374412 0.901217 0.0987827 -6.80094
0 5779 0.754867 0.393155 0.899086 0.100914 -7.33057
0 5780 0.729175 0.384875 0.899985 0.100015 -7.03165
0 5781 0.735678 0.386976 0.905754 0.0942465 -7.04674
0 5782 0.726287 0.37934 0.898929 0.101071 -6.96514
0 5783 0.693664 0.380348 0.895587 0.104413 -6.79113
0 5784 0.693664 0.380348 0.895587 0.104413 -6.79113
0 5785 0.69743 0.389854 0.874579 0.125421 -7.1277
0 5786 0.675502 0.387539 0.865862 0.134138 -7.07221
0 5787 0.703263 0.37102 0.858006 0.141994 -7.15297
0 5788 0.729223 0.368424 0.872952 0.127048 -7.1398
0 5789 0.734113 0.359688 0.868471 0.131529 -7.13377
0 5790 0.734113 0.359688 0.868471 0.131529 -7.13377
0 5791 0.731879 0.349811 0.869483 0.130517 -7.00508
0 5792 0.727494 0.341773 0.8604 0.1396 -6.98762
0 5793 0.755084 0.336892 0.85198 0.14802 -7.25261
0 5794 0.755084 0.336892 0.85198 0.14802 -7.25261
0 5795 0.751731 0.333386 0.849838 0.150162 -7.21147
0 5796 0.715272 0.330071 0.851799 0.148201 -6.88093
0 5797 0.715272 0.330071 0.851799 0.148201 -6.88093
0 5798 0.715272 0.330071 0.851799 0.148201 -6.88093
0 5799 0.718943 0.334455 0.848581 0.151419 -6.98196
0 5800 0.718931 0.334682 0.826473 0.173527 -7.24339
0 5801 0.727759 0.329148 0.814925 0.185075 -7.38889
0 5802 0.708079 0.332837 0.825925 0.174075 -7.15965
0 5803 0.661364 0.329741 0.828297 0.171703 -6.86417
0 5804 0.661364 0.329741 0.828297 0.171703 -6.86417
0 5805 0.646557 0.345337 0.835608 0.164392 -6.86846
0 5806 0.654145 0.345745 0.836306 0.163694 -6.8919
0 5807 0.650129 0.363628 0.824399 0.175601 -7.2024
0 5808 0.655397 0.372192 0.834537 0.165463 -7.18587
0 5809 0.630646 0.375809 0.823313 0.176687 -7.26913
0 5810 0.62187 0.360895 0.814835 0.185165 -7.20035
0 5811 0.653688 0.357785 0.816949 0.183051 -7.25232
0 5812 0.620969 0.332633 0.812135 0.187865 -6.96923
0 5813 0.620969 0.332633 0.812135 0.187865 -6.96923
0 5814 0.593612 0.338127 0.809228 0.190772 -7.01179
0 5815 0.596011 0.34312 0.812737 0.187263 -7.0111
0 5816 0.599076 0.339113 0.814474 0.185526 -6.95923
0 5817 0.587529 0.34955 0.807542 0.192458 -7.12364
0 5818 0.596311 0.351398 0.808169 0.191831 -7.14318
0 5819 0.618127 0.349865 0.808097 0.191903 -7.17183
0 5820 0.616587 0.355466 0.79641 0.20359 -7.38042
0 5821 0.615101 0.371859 0.804558 0.195442 -7.43117
0 5822 0.6466 0.377844 0.809364 0.190636 -7.53969
0 5823 0.642305 0.376104 0.817819 0.182181 -7.38795
0 5824 0.634642 0.384782 0.809706 0.190294 -7.56141
0 5825 0.648719 0.403041 0.796727 0.203273 -8.01153
0 5826 0.648719 0.403041 0.796727 0.203273 -8.01153
0 5827 0.640488 0.402284 0.794271 0.205729 -8.00194
0 5828 0.646137 0.400459 0.790571 0.209429 -8.05842
0 5829 0.679477 0.392629 0.797829 0.202171 -8.02868
0 5830 0.654003 0.375118 0.780573 0.219427 -7.94467
0 5831 0.66998 0.363044 0.79047 0.20953 -7.74065
0 5832 0.66998 0.363044 0.79047 0.20953 -7.74065
0 5833 0.65877 0.364592 0.806484 0.193516 -7.48459
0 5834 0.641921 0.360659 0.784433 0.215567 -7.6802
0 5835 0.647603 0.370525 0.778439 0.221561 -7.89693
0 5836 0.658442 0.371298 0.770669 0.229331 -8.06345
0 5837 0.684614 0.369138 0.776222 0.223778 -8.08656
0 5838 0.682497 0.345971 0.771443 0.228557 -7.87781
0 5839 0.679964 0.355842 0.767967 0.232033 -8.02253
